# BUSCO version is: 4.0.5 
# The lineage dataset is: fungi_odb10 (Creation date: 2019-12-13, number of species: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Score	Length	OrthoDB url	Description
494at4751	Complete	scaffold_278	13096	29728	3183.7	3618	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	scaffold_682	3528	16113	2787.9	2529	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Duplicated	scaffold_76	34244	40665	3060.1	1783	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
1866at4751	Duplicated	scaffold_252	7384	13939	3129.1	1784	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	scaffold_130	12905	19220	1686.1	1354	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Complete	scaffold_143	26554	35315	1331.1	1773	https://www.orthodb.org/v10?query=4409at4751	Armadillo-type fold
4466at4751	Complete	scaffold_230	15731	23909	2296.9	2103	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	scaffold_145	43797	53561	3107.9	1880	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	scaffold_359	24597	32713	632.2	972	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	scaffold_795	249	7095	655.5	1157	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	scaffold_454	170	7284	928.6	807	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	scaffold_206	1052	5434	1175.5	912	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Complete	scaffold_183	27641	32260	652.1	723	https://www.orthodb.org/v10?query=6592at4751	Sec7 domain
6812at4751	Complete	scaffold_743	2715	9983	1977.4	1451	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	scaffold_19	53854	61129	1167.1	1334	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Complete	scaffold_302	28298	34848	592.6	880	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	scaffold_187	20562	28208	492.7	573	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Duplicated	scaffold_555	12443	18456	2219.5	1406	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
8818at4751	Duplicated	scaffold_32	39980	45935	2196.6	1406	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Complete	scaffold_88	27945	32788	1381.9	1106	https://www.orthodb.org/v10?query=10168at4751	Nitrite/Sulfite reductase ferredoxin-like domain
10531at4751	Complete	scaffold_71	5144	9864	706.5	857	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Complete	scaffold_584	8224	18261	895.2	1028	https://www.orthodb.org/v10?query=11140at4751	Protein dopey
11636at4751	Complete	scaffold_561	17089	21838	482.0	907	https://www.orthodb.org/v10?query=11636at4751	Tetratricopeptide repeat
11879at4751	Complete	scaffold_545	1	6458	998.5	1110	https://www.orthodb.org/v10?query=11879at4751	HECT domain
12258at4751	Complete	scaffold_110	53171	57312	1519.2	993	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	scaffold_715	7389	13537	312.5	478	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Complete	scaffold_342	13443	19900	1542.7	1260	https://www.orthodb.org/v10?query=12959at4751	Sec7, C-terminal
13224at4751	Complete	scaffold_62	47676	52105	319.3	769	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	scaffold_87	57526	64530	1091.7	1403	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	scaffold_297	27850	31614	1350.0	803	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	scaffold_225	32588	39537	1160.5	814	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	scaffold_274	16497	21884	1758.6	1304	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	scaffold_61	7600	11822	1181.4	886	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	scaffold_30	38087	42204	487.1	798	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	scaffold_188	44752	48936	863.0	699	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	scaffold_236	7336	12606	786.4	577	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Missing
20600at4751	Complete	scaffold_625	4003	7216	1267.3	762	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Complete	scaffold_415	21010	25029	1102.0	893	https://www.orthodb.org/v10?query=20952at4751	multidrug efflux transporter AcrB transmembrane domain-containing protein
21651at4751	Complete	scaffold_232	24581	29297	842.5	660	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	scaffold_450	18972	23978	753.0	901	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	scaffold_421	19815	23776	1238.7	832	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Complete	scaffold_812	7478	11142	303.7	439	https://www.orthodb.org/v10?query=22992at4751	WD40/YVTN repeat-like-containing domain superfamily
23198at4751	Missing
23856at4751	Complete	scaffold_452	18104	22754	849.3	1015	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Complete	scaffold_764	8758	13589	607.0	781	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	scaffold_16	56602	61211	863.2	727	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Complete	scaffold_718	11836	15458	172.4	577	https://www.orthodb.org/v10?query=25161at4751	Tetratricopeptide repeat
26329at4751	Complete	scaffold_204	4996	8763	1476.0	953	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Complete	scaffold_46	11005	15322	497.4	600	https://www.orthodb.org/v10?query=27008at4751	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
29512at4751	Complete	scaffold_87	43274	47305	549.7	608	https://www.orthodb.org/v10?query=29512at4751	Importin alpha re-exporter
31256at4751	Complete	scaffold_310	30652	33963	237.7	573	https://www.orthodb.org/v10?query=31256at4751	Armadillo-type fold
31324at4751	Complete	scaffold_152	5865	10101	680.8	846	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	scaffold_240	32705	36332	815.8	676	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Complete	scaffold_527	18282	21366	744.9	644	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Missing
34706at4751	Complete	scaffold_31	79630	86856	712.8	763	https://www.orthodb.org/v10?query=34706at4751	MIF4G-like domain superfamily
34830at4751	Complete	scaffold_566	8832	14160	885.6	862	https://www.orthodb.org/v10?query=34830at4751	Elongator complex protein 1
36610at4751	Complete	scaffold_375	11928	16511	444.2	708	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Complete	scaffold_143	50218	52665	801.9	605	https://www.orthodb.org/v10?query=37028at4751	Cobalamin-independent methionine synthase
37573at4751	Complete	scaffold_56	30072	35395	884.4	506	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Complete	scaffold_938	4069	8053	242.8	407	https://www.orthodb.org/v10?query=37642at4751	RNB-domain-containing protein
38031at4751	Complete	scaffold_130	6939	10384	361.2	569	https://www.orthodb.org/v10?query=38031at4751	Cap binding protein
38184at4751	Complete	scaffold_407	9561	13976	714.5	673	https://www.orthodb.org/v10?query=38184at4751	AP-3 complex subunit delta
39833at4751	Complete	scaffold_161	28156	34139	395.9	577	https://www.orthodb.org/v10?query=39833at4751	WD40-repeat-containing domain
43842at4751	Complete	scaffold_1	168998	174681	157.6	404	https://www.orthodb.org/v10?query=43842at4751	Armadillo-type fold
