AA1.hmm	943	G229|G229.mRNA.3613.1	553	1.2e-65	450	796	40	397	0.366914103923648
AA1.hmm	943	G229|G229.mRNA.4629.1	583	4.5e-76	451	785	42	376	0.354188759278897
AA10.hmm	178	G229|G229.mRNA.1089.1	376	6.5e-42	1	177	36	239	0.98876404494382
AA10.hmm	178	G229|G229.mRNA.3264.1	219	3.6e-32	2	177	18	214	0.98314606741573
AA10.hmm	178	G229|G229.mRNA.5160.1	396	6.8e-44	1	177	44	248	0.98876404494382
AA10.hmm	178	G229|G229.mRNA.7182.1	394	4.8e-44	1	177	44	248	0.98876404494382
AA10.hmm	178	G229|G229.mRNA.7183.1	392	2.5e-43	1	177	44	248	0.98876404494382
AA10.hmm	178	G229|G229.mRNA.7206.1	389	1.3e-43	1	177	40	244	0.98876404494382
AA10.hmm	178	G229|G229.mRNA.804.1	384	7.6e-37	2	177	45	247	0.98314606741573
AA10.hmm	178	G229|G229.mRNA.91.1	386	4.5e-43	1	177	44	248	0.98876404494382
AA12.hmm	401	G229|G229.mRNA.3841.1	544	7.5e-38	5	401	72	468	0.987531172069825
AA2.hmm	255	G229|G229.mRNA.5939.1	272	6.4e-64	7	254	16	265	0.968627450980392
AA2.hmm	255	G229|G229.mRNA.8294.1	367	1.5e-61	16	254	110	350	0.933333333333333
AA3.hmm	618	G229|G229.mRNA.3650.1	895	6.7e-81	85	380	9	525	0.477346278317152
AA3.hmm	618	G229|G229.mRNA.5947.1	704	3.2e-45	85	401	196	696	0.511326860841424
AA3.hmm	618	G229|G229.mRNA.7303.1	509	1.3e-07	79	285	33	307	0.333333333333333
AA3.hmm	618	G229|G229.mRNA.7675.1	1117	2e-49	60	404	157	685	0.55663430420712
AA4.hmm	522	G229|G229.mRNA.2137.1	548	4.1e-20	17	198	76	255	0.346743295019157
AA4.hmm	522	G229|G229.mRNA.6353.1	537	1.5e-23	10	248	73	302	0.455938697318008
AA4.hmm	522	G229|G229.mRNA.6551.1	293	2.1e-18	15	176	34	196	0.308429118773946
