AA1.hmm	943	DFQ29|DFQ29_007837-T1	584	1.6e-72	451	778	43	370	0.346765641569459
AA10.hmm	178	DFQ29|DFQ29_003956-T1	193	2.1e-38	23	177	4	181	0.865168539325843
AA10.hmm	178	DFQ29|DFQ29_007498-T1	387	5.9e-43	1	177	43	247	0.98876404494382
AA10.hmm	178	DFQ29|DFQ29_009143-T1	379	5.3e-42	1	177	43	247	0.98876404494382
AA12.hmm	401	DFQ29|DFQ29_006493-T1	510	8.6e-35	7	401	48	443	0.982543640897756
AA2.hmm	255	DFQ29|DFQ29_000446-T1	271	4.6e-62	7	254	16	265	0.968627450980392
AA2.hmm	255	DFQ29|DFQ29_003598-T1	354	1.6e-60	15	254	97	338	0.937254901960784
AA3.hmm	618	DFQ29|DFQ29_001336-T1	688	5.8e-51	81	404	178	685	0.522653721682848
AA3.hmm	618	DFQ29|DFQ29_001522-T1	703	1.9e-49	83	405	194	700	0.521035598705502
AA3.hmm	618	DFQ29|DFQ29_005597-T1	508	6.1e-07	79	284	33	254	0.331715210355987
AA3.hmm	618	DFQ29|DFQ29_007140-T1	766	8.8e-74	86	386	10	539	0.485436893203884
AA4.hmm	522	DFQ29|DFQ29_002556-T1	564	4.8e-19	17	200	83	264	0.350574712643678
AA4.hmm	522	DFQ29|DFQ29_005794-T1	896	2.2e-22	15	253	34	267	0.455938697318008
AA5.hmm	1281	DFQ29|DFQ29_009266-T1	553	1.1e-132	553	1027	36	547	0.370023419203747
AA6.hmm	195	DFQ29|DFQ29_001532-T1	210	3e-74	1	193	6	197	0.984615384615385
AA6.hmm	195	DFQ29|DFQ29_005114-T1	286	2.6e-68	1	193	5	196	0.984615384615385
AA6.hmm	195	DFQ29|DFQ29_005177-T1	343	8.5e-76	1	193	5	196	0.984615384615385
AA6.hmm	195	DFQ29|DFQ29_005178-T1	203	1.5e-76	2	193	5	195	0.979487179487179
AA6.hmm	195	DFQ29|DFQ29_008612-T1	251	4.1e-79	1	192	4	194	0.979487179487179
AA6.hmm	195	DFQ29|DFQ29_008613-T1	205	6e-78	1	194	4	196	0.98974358974359
AA7.hmm	458	DFQ29|DFQ29_002041-T1	491	2.6e-31	129	454	196	490	0.709606986899563
AA7.hmm	458	DFQ29|DFQ29_005264-T1	466	1.3e-27	6	206	25	227	0.436681222707424
AA7.hmm	458	DFQ29|DFQ29_007005-T1	397	4.2e-13	45	202	7	172	0.342794759825328
CBM12.hmm	34	DFQ29|DFQ29_000917-T1	396	6.8e-13	3	34	353	384	0.911764705882353
CBM13.hmm	188	DFQ29|DFQ29_000716-T1	252	5.4e-07	9	151	24	178	0.75531914893617
CBM13.hmm	188	DFQ29|DFQ29_001498-T1	295	2.2e-13	47	132	8	94	0.452127659574468
CBM13.hmm	188	DFQ29|DFQ29_001498-T1	295	7e-08	28	89	78	143	0.324468085106383
CBM13.hmm	188	DFQ29|DFQ29_002220-T1	356	1.3e-08	50	137	24	112	0.462765957446808
CBM13.hmm	188	DFQ29|DFQ29_002359-T1	145	3.2e-11	48	125	3	79	0.409574468085106
CBM13.hmm	188	DFQ29|DFQ29_002990-T1	161	5.8e-07	73	133	78	142	0.319148936170213
CBM13.hmm	188	DFQ29|DFQ29_002990-T1	161	6e-14	47	131	7	94	0.446808510638298
CBM13.hmm	188	DFQ29|DFQ29_003294-T1	275	4.6e-06	68	140	65	138	0.382978723404255
CBM13.hmm	188	DFQ29|DFQ29_003987-T1	5854	2.1e-07	16	144	551	674	0.680851063829787
CBM13.hmm	188	DFQ29|DFQ29_003987-T1	5854	2.4e-06	5	135	1383	1529	0.691489361702128
CBM13.hmm	188	DFQ29|DFQ29_003987-T1	5854	2.5e-07	6	125	10	138	0.632978723404255
CBM13.hmm	188	DFQ29|DFQ29_003987-T1	5854	6.3e-07	6	136	896	1033	0.691489361702128
CBM13.hmm	188	DFQ29|DFQ29_003987-T1	5854	7.2e-14	5	151	370	518	0.776595744680851
CBM13.hmm	188	DFQ29|DFQ29_003987-T1	5854	9.4e-08	41	148	1749	1852	0.569148936170213
CBM13.hmm	188	DFQ29|DFQ29_007910-T1	2726	2.6e-13	7	152	375	523	0.771276595744681
CBM13.hmm	188	DFQ29|DFQ29_007910-T1	2726	2.7e-07	9	146	214	361	0.728723404255319
CBM13.hmm	188	DFQ29|DFQ29_007910-T1	2726	3.9e-06	39	148	1084	1204	0.579787234042553
CBM13.hmm	188	DFQ29|DFQ29_007910-T1	2726	4.6e-07	55	153	1804	1900	0.521276595744681
